"conceptId","fsn","synonyms"
"73749009","Neonatal jaundice associated with preterm delivery (disorder)","Hyperbilirubinaemia of prematurity | Hyperbilirubinemia of prematurity | Jaundice due to delayed conjugation associated with preterm delivery | Neonatal jaundice after preterm delivery | Neonatal jaundice associated with preterm delivery | Preterm delivery-associated jaundice"
"73749009","Neonatal jaundice associated with preterm delivery (disorder)","Hyperbilirubinaemia of prematurity | Hyperbilirubinemia of prematurity | Jaundice due to delayed conjugation associated with preterm delivery | Neonatal jaundice after preterm delivery | Neonatal jaundice associated with preterm delivery | Preterm delivery-associated jaundice"
"275360003","Neonatal jaundice due to deficiency of enzyme system for bilirubin conjugation (disorder)","Neonatal jaundice due to deficiency of enzyme system for bilirubin conjugation"
"17140000","Neonatal jaundice due to delayed conjugation (disorder)","Neonatal jaundice due to delayed conjugation"
"17140000","Neonatal jaundice due to delayed conjugation (disorder)","Neonatal jaundice due to delayed conjugation"
"1295214000","Neonatal jaundice due to delayed conjugation after preterm delivery (finding)","Neonatal jaundice due to delayed conjugation after preterm delivery"
"17466008","Neonatal jaundice due to delayed conjugation associated with another disease (disorder)","Neonatal jaundice due to delayed conjugation associated with another disease | Neonatal jaundice due to delayed conjugation in diseases classified elsewhere"
"82696006","Neonatal jaundice due to delayed conjugation from breast milk inhibitors (disorder)","Breast milk inhibitor jaundice | Breast milk jaundice | Breast-feeding inhibitor causing neonatal jaundice | Breast-feeding inhibitors causing neonatal jaundice | Neonatal jaundice due to delayed conjugation from breast milk inhibitor | Neonatal jaundice due to delayed conjugation from breast milk inhibitors"
"69347004","Neonatal jaundice due to delayed conjugation from delayed development of conjugating system (disorder)","Neonatal jaundice due to delayed conjugation from delayed development of conjugating system"
"206454000","Neonatal jaundice with Crigler-Najjar syndrome (disorder)","Neonatal jaundice due to Crigler-Najjar syndrome | Neonatal jaundice with Crigler-Najjar syndrome"
"206454000","Neonatal jaundice with Crigler-Najjar syndrome (disorder)","Neonatal jaundice due to Crigler-Najjar syndrome | Neonatal jaundice with Crigler-Najjar syndrome"
"206455004","Neonatal jaundice with Dubin-Johnson syndrome (disorder)","Neonatal jaundice due to Dubin-Johnson syndrome | Neonatal jaundice with Dubin-Johnson syndrome"
"206455004","Neonatal jaundice with Dubin-Johnson syndrome (disorder)","Neonatal jaundice due to Dubin-Johnson syndrome | Neonatal jaundice with Dubin-Johnson syndrome"
"206456003","Neonatal jaundice with Gilbert's syndrome (disorder)","Neonatal jaundice due to Gilbert syndrome | Neonatal jaundice due to Gilbert's syndrome | Neonatal jaundice with Gilbert syndrome | Neonatal jaundice with Gilbert's syndrome"
"206456003","Neonatal jaundice with Gilbert's syndrome (disorder)","Neonatal jaundice due to Gilbert syndrome | Neonatal jaundice due to Gilbert's syndrome | Neonatal jaundice with Gilbert syndrome | Neonatal jaundice with Gilbert's syndrome"
"206459005","Neonatal jaundice with Rotor's syndrome (disorder)","Neonatal jaundice due to Rotor syndrome | Neonatal jaundice due to Rotor's syndrome | Neonatal jaundice with Rotor syndrome | Neonatal jaundice with Rotor's syndrome"
"206459005","Neonatal jaundice with Rotor's syndrome (disorder)","Neonatal jaundice due to Rotor syndrome | Neonatal jaundice due to Rotor's syndrome | Neonatal jaundice with Rotor syndrome | Neonatal jaundice with Rotor's syndrome"
"206457007","Neonatal jaundice with congenital hypothyroidism (disorder)","Neonatal jaundice with congenital hypothyroidism"
"206457007","Neonatal jaundice with congenital hypothyroidism (disorder)","Neonatal jaundice with congenital hypothyroidism"
"206439006","Neonatal jaundice with glucose-6-phosphate dehydrogenase deficiency (disorder)","Neonatal jaundice due to glucose-6-phosphate dehydrogenase deficiency | Neonatal jaundice with glucose-6-phosphate dehydrogenase deficiency"
"206439006","Neonatal jaundice with glucose-6-phosphate dehydrogenase deficiency (disorder)","Neonatal jaundice due to glucose-6-phosphate dehydrogenase deficiency | Neonatal jaundice with glucose-6-phosphate dehydrogenase deficiency"
"206458002","Neonatal jaundice with porphyria (disorder)","Neonatal jaundice with porphyria"
"206458002","Neonatal jaundice with porphyria (disorder)","Neonatal jaundice with porphyria"
"95609003","Neonatal lupus erythematosus (disorder)","Neonatal lupus | Neonatal lupus erythematosus"
"95609003","Neonatal lupus erythematosus (disorder)","Neonatal lupus | Neonatal lupus erythematosus"
"404097000","Neonatal milia (disorder)","Neonatal milia"
"404097000","Neonatal milia (disorder)","Neonatal milia"
"721795001","Neonatal mucocutaneous infection caused by Candida (disorder)","Neonatal mucocutaneous candidosis | Neonatal mucocutaneous infection caused by Candida"
"402926000","Neonatal necrotizing fasciitis (disorder)","Neonatal necrotising fasciitis | Neonatal necrotizing fasciitis"
"402926000","Neonatal necrotizing fasciitis (disorder)","Neonatal necrotising fasciitis | Neonatal necrotizing fasciitis"
"1142039007","Neonatal necrotizing fasciitis caused by Staphylococcus aureus (disorder)","Neonatal necrotising fasciitis caused by Staphylococcus aureus | Neonatal necrotizing fasciitis caused by Staphylococcus aureus | Neonatal staphylococcal necrotising fasciitis | Neonatal staphylococcal necrotizing fasciitis"
"1142205000","Neonatal necrotizing fasciitis caused by Streptococcus (disorder)","Neonatal necrotising fasciitis caused by Streptococcus | Neonatal necrotizing fasciitis caused by Streptococcus"
"83707009","Neonatal osteomyelitis of jaw (disorder)","Neonatal osteomyelitis of jaw"
"83707009","Neonatal osteomyelitis of jaw (disorder)","Neonatal osteomyelitis of jaw"
"402443005","Neonatal pemphigoid gestationis (disorder)","Neonatal herpes gestationis | Neonatal pemphigoid gestationis"
"403854002","Neonatal physiological scaling (disorder)","Neonatal physiological desquamation | Neonatal physiological scaling"
"870354005","Neonatal pressure ulcer of skin (disorder)","Neonatal pressure injury of skin | Neonatal pressure ulcer | Neonatal pressure ulcer of skin"
"238874008","Neonatal pseudo-hydrocephalic progeroid syndrome (disorder)","Neonatal pseudo-hydrocephalic progeroid syndrome | Wiedemann-Rautenstrauch syndrome"
"403844001","Neonatal pseudomonas infection (disorder)","Neonatal pseudomonas infection"
"403844001","Neonatal pseudomonas infection (disorder)","Neonatal pseudomonas infection"
"402851000","Neonatal purpura fulminans (homozygous protein C deficiency) (disorder)","Neonatal purpura fulminans (homozygous protein C deficiency) | Neonatal purpura fulminans due to homozygous protein C deficiency"
"276677001","Neonatal pyoderma (disorder)","Neonatal pyoderma"
"276677001","Neonatal pyoderma (disorder)","Neonatal pyoderma"
"1142037009","Neonatal pyoderma caused by Streptococcus pyogenes (disorder)","Neonatal pyoderma caused by Streptococcus pyogenes | Neonatal streptococcal pyoderma"
"402797009","Neonatal pyogenic infection of skin (disorder)","Neonatal pyogenic infection of skin"
"402797009","Neonatal pyogenic infection of skin (disorder)","Neonatal pyogenic infection of skin"
"276623000","Neonatal scalp abrasion (disorder)","Neonatal abrasion of skin of scalp | Neonatal scalp abrasion"
"276623000","Neonatal scalp abrasion (disorder)","Neonatal abrasion of skin of scalp | Neonatal scalp abrasion"
"276621003","Neonatal scalp injury (disorder)","Neonatal scalp injury"
"276621003","Neonatal scalp injury (disorder)","Neonatal scalp injury"
"774080007","Neonatal scleroderma (disorder)","Neonatal scleroderma"
"774080007","Neonatal scleroderma (disorder)","Neonatal scleroderma"
"774080007","Neonatal scleroderma (disorder)","Neonatal scleroderma"
"724278007","Neonatal sclerosing cholangitis, ichthyosis, hypotrichosis syndrome (disorder)","Ichthyosis, hypotrichosis, sclerosing cholangitis syndrome | NISCH (neonatal ichthyosis, sclerosing cholangitis, hypotrichosis) syndrome | NISCH syndrome | Neonatal sclerosing cholangitis, ichthyosis, hypotrichosis syndrome"
"403852003","Neonatal sebaceous gland hyperplasia (disorder)","Neonatal sebaceous gland hyperplasia"
"403852003","Neonatal sebaceous gland hyperplasia (disorder)","Neonatal sebaceous gland hyperplasia"
"206554002","Neonatal skin infection (disorder)","Neonatal skin infection"
"206554002","Neonatal skin infection (disorder)","Neonatal skin infection"
"403840005","Neonatal staphylococcal infection of skin (disorder)","Neonatal staphylococcal infection of skin"
"402967005","Neonatal staphylococcal scalded skin syndrome (disorder)","Dermatitis exfoliativa neonatorum | Neonatal staphylococcal scalded skin syndrome | Ritter's disease"
"402967005","Neonatal staphylococcal scalded skin syndrome (disorder)","Dermatitis exfoliativa neonatorum | Neonatal staphylococcal scalded skin syndrome | Ritter's disease"
"403842002","Neonatal streptococcal infection (disorder)","Neonatal streptococcal infection"
"403842002","Neonatal streptococcal infection (disorder)","Neonatal streptococcal infection"
"403853008","Neonatal sucking blisters (disorder)","Neonatal sucking blisters"
"403853008","Neonatal sucking blisters (disorder)","Neonatal sucking blisters"
"403853008","Neonatal sucking blisters (disorder)","Neonatal sucking blisters"
"1162449005","Neonatal toxic erythema (disorder)","ETN - erythema toxicum neonatorum | Erythema neonatorum | Erythema toxicum neonatorum | Neonatal erythema toxicum | Neonatal toxic erythema | Toxic erythema of newborn"
"276682008","Neonatal viral conjunctivitis (disorder)","Neonatal conjunctivitis due to virus | Neonatal viral conjunctivitis | Ophthalmia neonatorum - viral | Viral ophthalmia neonatorum"
"276682008","Neonatal viral conjunctivitis (disorder)","Neonatal conjunctivitis due to virus | Neonatal viral conjunctivitis | Ophthalmia neonatorum - viral | Viral ophthalmia neonatorum"
"402796000","Neonatal viral infection of skin (disorder)","Neonatal viral infection of skin"
"402796000","Neonatal viral infection of skin (disorder)","Neonatal viral infection of skin"
"126489007","Neoplasm of adnexa of skin (disorder)","Neoplasm of adenexa of skin | Neoplasm of adnexa of skin | Neoplasm of skin with adnexal differentiation | Tumor of epidermal appendage | Tumour of epidermal appendage"
"126777006","Neoplasm of commissure of lip (disorder)","Neoplasm of commissure of lip | Tumor of commissure of lip | Tumour of commissure of lip"
"699817008","Neoplasm of endolymphatic sac (disorder)","Endolymphatic sac tumor | Endolymphatic sac tumour | Neoplasm of endolymphatic sac"
"400186008","Neoplasm of integumentary system (disorder)","Neoplasm of integumentary system"
"126514006","Neoplasm of perianal skin (disorder)","Neoplasm of perianal skin"
"126897007","Neoplasm of prepuce (disorder)","Neoplasm of prepuce | Tumor of foreskin | Tumour of foreskin"
"126491004","Neoplasm of sebaceous gland (disorder)","Neoplasm of sebaceous gland | Neoplasm of skin with sebaceous differentiation | Tumor of skin with sebaceous differentiation | Tumour of skin with sebaceous differentiation"
"126488004","Neoplasm of skin (disorder)","Cutaneous tumor | Cutaneous tumour | Neoplasm of skin | Skin tumor | Skin tumour | Tumor of skin | Tumour of skin"
"363230005","Neoplasm of skin by site (disorder)","Neoplasm of skin by site"
"126507009","Neoplasm of skin of abdomen (disorder)","Neoplasm of skin of abdomen"
"126530003","Neoplasm of skin of ankle (disorder)","Neoplasm of skin of ankle"
"126518009","Neoplasm of skin of arm (disorder)","Neoplasm of skin of arm"
"126506000","Neoplasm of skin of axilla (disorder)","Neoplasm of skin of axilla"
"126508004","Neoplasm of skin of back (disorder)","Neoplasm of skin of back"
"126510002","Neoplasm of skin of breast (disorder)","Neoplasm of skin of breast"
"126511003","Neoplasm of skin of buttock (disorder)","Neoplasm of skin of buttock"
"126493001","Neoplasm of skin of cheek (disorder)","Neoplasm of skin of cheek"
"126509007","Neoplasm of skin of chest (disorder)","Neoplasm of skin of chest"
"126497000","Neoplasm of skin of chin (disorder)","Neoplasm of skin of chin"
"126501005","Neoplasm of skin of ear (disorder)","Neoplasm of skin of ear"
"126519001","Neoplasm of skin of elbow (disorder)","Neoplasm of skin of elbow"
